mes_num,mes_nombre,ingrediente,categoria,subcategoria,descripcion_culinaria,zona,disponibilidad,lat,lon,partidos,tipo_clima,descripcion_zona,notas_produccion
8,Agosto,Limón,fruta,cítrico,Casi todo el año con picos en invierno.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Todo el año. Pico en invierno junio-agosto.
9,Septiembre,Limón,fruta,cítrico,Casi todo el año con picos en invierno.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Todo el año. Pico en invierno junio-agosto.
10,Octubre,Limón,fruta,cítrico,Casi todo el año con picos en invierno.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Todo el año. Pico en invierno junio-agosto.
11,Noviembre,Limón,fruta,cítrico,Casi todo el año con picos en invierno.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Todo el año. Pico en invierno junio-agosto.
12,Diciembre,Limón,fruta,cítrico,Casi todo el año con picos en invierno.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Todo el año. Pico en invierno junio-agosto.
1,Enero,Limón,fruta,cítrico,Casi todo el año con picos en invierno.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Producción continua. Limón eureka el más común.
2,Febrero,Limón,fruta,cítrico,Casi todo el año con picos en invierno.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Producción continua. Limón eureka el más común.
3,Marzo,Limón,fruta,cítrico,Casi todo el año con picos en invierno.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Producción continua. Limón eureka el más común.
4,Abril,Limón,fruta,cítrico,Casi todo el año con picos en invierno.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Producción continua. Limón eureka el más común.
5,Mayo,Limón,fruta,cítrico,Casi todo el año con picos en invierno.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Producción continua. Limón eureka el más común.
6,Junio,Limón,fruta,cítrico,Casi todo el año con picos en invierno.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Producción continua. Limón eureka el más común.
7,Julio,Limón,fruta,cítrico,Casi todo el año con picos en invierno.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Producción continua. Limón eureka el más común.
8,Agosto,Limón,fruta,cítrico,Casi todo el año con picos en invierno.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Producción continua. Limón eureka el más común.
9,Septiembre,Limón,fruta,cítrico,Casi todo el año con picos en invierno.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Producción continua. Limón eureka el más común.
10,Octubre,Limón,fruta,cítrico,Casi todo el año con picos en invierno.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Producción continua. Limón eureka el más común.
11,Noviembre,Limón,fruta,cítrico,Casi todo el año con picos en invierno.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Producción continua. Limón eureka el más común.
12,Diciembre,Limón,fruta,cítrico,Casi todo el año con picos en invierno.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Producción continua. Limón eureka el más común.
12,Diciembre,Sandía,fruta,cucurbitácea,Verano. Necesita calor. Costa y sur.,Costa Atlántica,plena,-38.00,-57.55,"Mar del Plata, Balcarce, Necochea, Lobería",Templado marítimo,Gran producción de papa y alcaucil. Mar del Plata es la capital nacional del alcaucil. Clima fresco que favorece cultivos de otoño e invierno.,Verano. Necesita calor intenso. Muy productiva.
1,Enero,Sandía,fruta,cucurbitácea,Verano. Necesita calor. Costa y sur.,Costa Atlántica,plena,-38.00,-57.55,"Mar del Plata, Balcarce, Necochea, Lobería",Templado marítimo,Gran producción de papa y alcaucil. Mar del Plata es la capital nacional del alcaucil. Clima fresco que favorece cultivos de otoño e invierno.,Verano. Necesita calor intenso. Muy productiva.
2,Febrero,Sandía,fruta,cucurbitácea,Verano. Necesita calor. Costa y sur.,Costa Atlántica,plena,-38.00,-57.55,"Mar del Plata, Balcarce, Necochea, Lobería",Templado marítimo,Gran producción de papa y alcaucil. Mar del Plata es la capital nacional del alcaucil. Clima fresco que favorece cultivos de otoño e invierno.,Verano. Necesita calor intenso. Muy productiva.
3,Marzo,Sandía,fruta,cucurbitácea,Verano. Necesita calor. Costa y sur.,Costa Atlántica,plena,-38.00,-57.55,"Mar del Plata, Balcarce, Necochea, Lobería",Templado marítimo,Gran producción de papa y alcaucil. Mar del Plata es la capital nacional del alcaucil. Clima fresco que favorece cultivos de otoño e invierno.,Verano. Necesita calor intenso. Muy productiva.
12,Diciembre,Sandía,fruta,cucurbitácea,Verano. Necesita calor. Costa y sur.,Cuenca del Salado,plena,-36.30,-58.00,"Chascomús, Dolores, General Belgrano, Pila",Templado continental,Zona predominantemente ganadera con producción hortícola menor. Buen potencial para cultivos extensivos como zapallo y choclo.,Producción en campo abierto. Buen volumen.
1,Enero,Sandía,fruta,cucurbitácea,Verano. Necesita calor. Costa y sur.,Cuenca del Salado,plena,-36.30,-58.00,"Chascomús, Dolores, General Belgrano, Pila",Templado continental,Zona predominantemente ganadera con producción hortícola menor. Buen potencial para cultivos extensivos como zapallo y choclo.,Producción en campo abierto. Buen volumen.
2,Febrero,Sandía,fruta,cucurbitácea,Verano. Necesita calor. Costa y sur.,Cuenca del Salado,plena,-36.30,-58.00,"Chascomús, Dolores, General Belgrano, Pila",Templado continental,Zona predominantemente ganadera con producción hortícola menor. Buen potencial para cultivos extensivos como zapallo y choclo.,Producción en campo abierto. Buen volumen.
12,Diciembre,Melón,fruta,cucurbitácea,Verano. Similar a la sandía en requerimientos.,Costa Atlántica,plena,-38.00,-57.55,"Mar del Plata, Balcarce, Necochea, Lobería",Templado marítimo,Gran producción de papa y alcaucil. Mar del Plata es la capital nacional del alcaucil. Clima fresco que favorece cultivos de otoño e invierno.,Similar a la sandía. Variedades amarillas y verdes.
1,Enero,Melón,fruta,cucurbitácea,Verano. Similar a la sandía en requerimientos.,Costa Atlántica,plena,-38.00,-57.55,"Mar del Plata, Balcarce, Necochea, Lobería",Templado marítimo,Gran producción de papa y alcaucil. Mar del Plata es la capital nacional del alcaucil. Clima fresco que favorece cultivos de otoño e invierno.,Similar a la sandía. Variedades amarillas y verdes.
2,Febrero,Melón,fruta,cucurbitácea,Verano. Similar a la sandía en requerimientos.,Costa Atlántica,plena,-38.00,-57.55,"Mar del Plata, Balcarce, Necochea, Lobería",Templado marítimo,Gran producción de papa y alcaucil. Mar del Plata es la capital nacional del alcaucil. Clima fresco que favorece cultivos de otoño e invierno.,Similar a la sandía. Variedades amarillas y verdes.
3,Marzo,Melón,fruta,cucurbitácea,Verano. Similar a la sandía en requerimientos.,Costa Atlántica,plena,-38.00,-57.55,"Mar del Plata, Balcarce, Necochea, Lobería",Templado marítimo,Gran producción de papa y alcaucil. Mar del Plata es la capital nacional del alcaucil. Clima fresco que favorece cultivos de otoño e invierno.,Similar a la sandía. Variedades amarillas y verdes.
12,Diciembre,Melón,fruta,cucurbitácea,Verano. Similar a la sandía en requerimientos.,Cuenca del Salado,plena,-36.30,-58.00,"Chascomús, Dolores, General Belgrano, Pila",Templado continental,Zona predominantemente ganadera con producción hortícola menor. Buen potencial para cultivos extensivos como zapallo y choclo.,Producción a campo. Sabor muy dulce en verano caluroso.
1,Enero,Melón,fruta,cucurbitácea,Verano. Similar a la sandía en requerimientos.,Cuenca del Salado,plena,-36.30,-58.00,"Chascomús, Dolores, General Belgrano, Pila",Templado continental,Zona predominantemente ganadera con producción hortícola menor. Buen potencial para cultivos extensivos como zapallo y choclo.,Producción a campo. Sabor muy dulce en verano caluroso.
2,Febrero,Melón,fruta,cucurbitácea,Verano. Similar a la sandía en requerimientos.,Cuenca del Salado,plena,-36.30,-58.00,"Chascomús, Dolores, General Belgrano, Pila",Templado continental,Zona predominantemente ganadera con producción hortícola menor. Buen potencial para cultivos extensivos como zapallo y choclo.,Producción a campo. Sabor muy dulce en verano caluroso.
11,Noviembre,Albahaca,hierba,aromática,Crece en verano. No tolera el frío.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Verano. No tolera frío. La más usada en cocina italiana y oriental.
12,Diciembre,Albahaca,hierba,aromática,Crece en verano. No tolera el frío.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Verano. No tolera frío. La más usada en cocina italiana y oriental.
1,Enero,Albahaca,hierba,aromática,Crece en verano. No tolera el frío.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Verano. No tolera frío. La más usada en cocina italiana y oriental.
2,Febrero,Albahaca,hierba,aromática,Crece en verano. No tolera el frío.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Verano. No tolera frío. La más usada en cocina italiana y oriental.
3,Marzo,Albahaca,hierba,aromática,Crece en verano. No tolera el frío.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Verano. No tolera frío. La más usada en cocina italiana y oriental.
11,Noviembre,Albahaca,hierba,aromática,Crece en verano. No tolera el frío.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Alta producción bajo cubierta.
12,Diciembre,Albahaca,hierba,aromática,Crece en verano. No tolera el frío.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Alta producción bajo cubierta.
1,Enero,Albahaca,hierba,aromática,Crece en verano. No tolera el frío.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Alta producción bajo cubierta.
2,Febrero,Albahaca,hierba,aromática,Crece en verano. No tolera el frío.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Alta producción bajo cubierta.
3,Marzo,Albahaca,hierba,aromática,Crece en verano. No tolera el frío.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Alta producción bajo cubierta.
11,Noviembre,Albahaca,hierba,aromática,Crece en verano. No tolera el frío.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Producción familiar. Muy aromática recién cortada.
12,Diciembre,Albahaca,hierba,aromática,Crece en verano. No tolera el frío.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Producción familiar. Muy aromática recién cortada.
1,Enero,Albahaca,hierba,aromática,Crece en verano. No tolera el frío.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Producción familiar. Muy aromática recién cortada.
2,Febrero,Albahaca,hierba,aromática,Crece en verano. No tolera el frío.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Producción familiar. Muy aromática recién cortada.
3,Marzo,Albahaca,hierba,aromática,Crece en verano. No tolera el frío.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Producción familiar. Muy aromática recién cortada.
1,Enero,Perejil,hierba,aromática,Resistente. Producción casi todo el año.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Todo el año. El perejil es infaltable en la cocina criolla.
2,Febrero,Perejil,hierba,aromática,Resistente. Producción casi todo el año.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Todo el año. El perejil es infaltable en la cocina criolla.
3,Marzo,Perejil,hierba,aromática,Resistente. Producción casi todo el año.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Todo el año. El perejil es infaltable en la cocina criolla.
4,Abril,Perejil,hierba,aromática,Resistente. Producción casi todo el año.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Todo el año. El perejil es infaltable en la cocina criolla.
5,Mayo,Perejil,hierba,aromática,Resistente. Producción casi todo el año.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Todo el año. El perejil es infaltable en la cocina criolla.
6,Junio,Perejil,hierba,aromática,Resistente. Producción casi todo el año.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Todo el año. El perejil es infaltable en la cocina criolla.
7,Julio,Perejil,hierba,aromática,Resistente. Producción casi todo el año.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Todo el año. El perejil es infaltable en la cocina criolla.
8,Agosto,Perejil,hierba,aromática,Resistente. Producción casi todo el año.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Todo el año. El perejil es infaltable en la cocina criolla.
9,Septiembre,Perejil,hierba,aromática,Resistente. Producción casi todo el año.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Todo el año. El perejil es infaltable en la cocina criolla.
10,Octubre,Perejil,hierba,aromática,Resistente. Producción casi todo el año.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Todo el año. El perejil es infaltable en la cocina criolla.
11,Noviembre,Perejil,hierba,aromática,Resistente. Producción casi todo el año.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Todo el año. El perejil es infaltable en la cocina criolla.
12,Diciembre,Perejil,hierba,aromática,Resistente. Producción casi todo el año.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Todo el año. El perejil es infaltable en la cocina criolla.
1,Enero,Perejil,hierba,aromática,Resistente. Producción casi todo el año.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Producción continua. Rizado y liso.
2,Febrero,Perejil,hierba,aromática,Resistente. Producción casi todo el año.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Producción continua. Rizado y liso.
3,Marzo,Perejil,hierba,aromática,Resistente. Producción casi todo el año.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Producción continua. Rizado y liso.
4,Abril,Perejil,hierba,aromática,Resistente. Producción casi todo el año.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Producción continua. Rizado y liso.
5,Mayo,Perejil,hierba,aromática,Resistente. Producción casi todo el año.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Producción continua. Rizado y liso.
6,Junio,Perejil,hierba,aromática,Resistente. Producción casi todo el año.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Producción continua. Rizado y liso.
7,Julio,Perejil,hierba,aromática,Resistente. Producción casi todo el año.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Producción continua. Rizado y liso.
8,Agosto,Perejil,hierba,aromática,Resistente. Producción casi todo el año.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Producción continua. Rizado y liso.
9,Septiembre,Perejil,hierba,aromática,Resistente. Producción casi todo el año.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Producción continua. Rizado y liso.
10,Octubre,Perejil,hierba,aromática,Resistente. Producción casi todo el año.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Producción continua. Rizado y liso.
11,Noviembre,Perejil,hierba,aromática,Resistente. Producción casi todo el año.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Producción continua. Rizado y liso.
12,Diciembre,Perejil,hierba,aromática,Resistente. Producción casi todo el año.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Producción continua. Rizado y liso.
1,Enero,Perejil,hierba,aromática,Resistente. Producción casi todo el año.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Muy fresco. Producción familiar continua.
2,Febrero,Perejil,hierba,aromática,Resistente. Producción casi todo el año.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Muy fresco. Producción familiar continua.
3,Marzo,Perejil,hierba,aromática,Resistente. Producción casi todo el año.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Muy fresco. Producción familiar continua.
4,Abril,Perejil,hierba,aromática,Resistente. Producción casi todo el año.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Muy fresco. Producción familiar continua.
5,Mayo,Perejil,hierba,aromática,Resistente. Producción casi todo el año.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Muy fresco. Producción familiar continua.
6,Junio,Perejil,hierba,aromática,Resistente. Producción casi todo el año.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Muy fresco. Producción familiar continua.
7,Julio,Perejil,hierba,aromática,Resistente. Producción casi todo el año.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Muy fresco. Producción familiar continua.
8,Agosto,Perejil,hierba,aromática,Resistente. Producción casi todo el año.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Muy fresco. Producción familiar continua.
9,Septiembre,Perejil,hierba,aromática,Resistente. Producción casi todo el año.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Muy fresco. Producción familiar continua.
10,Octubre,Perejil,hierba,aromática,Resistente. Producción casi todo el año.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Muy fresco. Producción familiar continua.
11,Noviembre,Perejil,hierba,aromática,Resistente. Producción casi todo el año.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Muy fresco. Producción familiar continua.
12,Diciembre,Perejil,hierba,aromática,Resistente. Producción casi todo el año.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Muy fresco. Producción familiar continua.
8,Agosto,Cilantro,hierba,aromática,Prefiere primavera-otoño. Sabor intenso.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Primavera y otoño. El calor lo hace florecer y perder aroma.
9,Septiembre,Cilantro,hierba,aromática,Prefiere primavera-otoño. Sabor intenso.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Primavera y otoño. El calor lo hace florecer y perder aroma.
10,Octubre,Cilantro,hierba,aromática,Prefiere primavera-otoño. Sabor intenso.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Primavera y otoño. El calor lo hace florecer y perder aroma.
11,Noviembre,Cilantro,hierba,aromática,Prefiere primavera-otoño. Sabor intenso.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Primavera y otoño. El calor lo hace florecer y perder aroma.
8,Agosto,Cilantro,hierba,aromática,Prefiere primavera-otoño. Sabor intenso.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Producción en macetas y a campo.
9,Septiembre,Cilantro,hierba,aromática,Prefiere primavera-otoño. Sabor intenso.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Producción en macetas y a campo.
